Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Train_Seconds,N_Train_Rows,N_Features,Metadata
Breast Cancer,duplicates,low,KNN,cleaned,0.956140351,0.974358974,0.904761905,0.938271605,0.982308201,0.000975847,455,30,"{'error_type': 'duplicates', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'duplicates_added': 22, 'original_rows': 455, 'corrupted_rows': 477, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 477, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,low,MLP,cleaned,0.964912281,1,0.904761905,0.95,0.994708995,0.133776903,455,30,"{'error_type': 'duplicates', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'duplicates_added': 22, 'original_rows': 455, 'corrupted_rows': 477, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 477, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,low,Decision Tree,cleaned,0.929824561,0.904761905,0.904761905,0.904761905,0.924603175,0.00406599,455,30,"{'error_type': 'duplicates', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'duplicates_added': 22, 'original_rows': 455, 'corrupted_rows': 477, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 477, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,low,Random Forest,cleaned,0.973684211,1,0.928571429,0.962962963,0.992890212,0.086893559,455,30,"{'error_type': 'duplicates', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'duplicates_added': 22, 'original_rows': 455, 'corrupted_rows': 477, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 477, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,low,XGBoost,cleaned,0.964912281,1,0.904761905,0.95,0.994047619,0.051752567,455,30,"{'error_type': 'duplicates', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'duplicates_added': 22, 'original_rows': 455, 'corrupted_rows': 477, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 477, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,low,LightGBM,cleaned,0.973684211,1,0.928571429,0.962962963,0.995039683,0.028354645,455,30,"{'error_type': 'duplicates', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'duplicates_added': 22, 'original_rows': 455, 'corrupted_rows': 477, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 477, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,Logistic Regression,dirty,0.964912281,0.975,0.928571429,0.951219512,0.996693122,0.005859613,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,Gaussian Naive Bayes,dirty,0.921052632,0.923076923,0.857142857,0.888888889,0.988425926,0.000977039,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,KNN,dirty,0.938596491,0.972972973,0.857142857,0.911392405,0.981646825,0.000976324,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,MLP,dirty,0.964912281,1,0.904761905,0.95,0.99537037,0.143884182,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,Decision Tree,dirty,0.929824561,0.925,0.880952381,0.902439024,0.919642857,0.003867626,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,Random Forest,dirty,0.973684211,1,0.928571429,0.962962963,0.993386243,0.090597391,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,XGBoost,dirty,0.973684211,1,0.928571429,0.962962963,0.994047619,0.052302837,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,LightGBM,dirty,0.964912281,1,0.904761905,0.95,0.991402116,0.031247854,500,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1}"
Breast Cancer,duplicates,medium,Logistic Regression,cleaned,0.964912281,0.975,0.928571429,0.951219512,0.996031746,0.005002022,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,Gaussian Naive Bayes,cleaned,0.921052632,0.923076923,0.857142857,0.888888889,0.989087302,0.000971317,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,KNN,cleaned,0.956140351,0.974358974,0.904761905,0.938271605,0.982308201,0.000975609,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,MLP,cleaned,0.964912281,1,0.904761905,0.95,0.994708995,0.136718512,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,Decision Tree,cleaned,0.929824561,0.904761905,0.904761905,0.904761905,0.924603175,0.004885197,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,Random Forest,cleaned,0.973684211,1,0.928571429,0.962962963,0.992890212,0.091467142,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,XGBoost,cleaned,0.964912281,1,0.904761905,0.95,0.994047619,0.046845436,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,medium,LightGBM,cleaned,0.973684211,1,0.928571429,0.962962963,0.995039683,0.02737689,455,30,"{'error_type': 'duplicates', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'duplicates_added': 45, 'original_rows': 455, 'corrupted_rows': 500, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 500, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,Logistic Regression,dirty,0.964912281,0.975,0.928571429,0.951219512,0.996693122,0.005875587,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,Gaussian Naive Bayes,dirty,0.921052632,0.923076923,0.857142857,0.888888889,0.989087302,0.000977278,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,KNN,dirty,0.956140351,0.974358974,0.904761905,0.938271605,0.983300265,0.000960112,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,MLP,dirty,0.973684211,1,0.928571429,0.962962963,0.995039683,0.146576881,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,Decision Tree,dirty,0.894736842,0.894736842,0.80952381,0.85,0.876984127,0.004002333,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,Random Forest,dirty,0.964912281,1,0.904761905,0.95,0.991071429,0.094138861,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,XGBoost,dirty,0.973684211,1,0.928571429,0.962962963,0.994378307,0.049816847,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,LightGBM,dirty,0.964912281,1,0.904761905,0.95,0.994708995,0.032227278,523,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1}"
Breast Cancer,duplicates,high,Logistic Regression,cleaned,0.964912281,0.975,0.928571429,0.951219512,0.996031746,0.005413055,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,Gaussian Naive Bayes,cleaned,0.921052632,0.923076923,0.857142857,0.888888889,0.989087302,0.000973463,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,KNN,cleaned,0.956140351,0.974358974,0.904761905,0.938271605,0.982308201,0.000978231,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,MLP,cleaned,0.964912281,1,0.904761905,0.95,0.994708995,0.143858671,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,Decision Tree,cleaned,0.929824561,0.904761905,0.904761905,0.904761905,0.924603175,0.004858017,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,Random Forest,cleaned,0.973684211,1,0.928571429,0.962962963,0.992890212,0.086335421,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,XGBoost,cleaned,0.964912281,1,0.904761905,0.95,0.994047619,0.055644512,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,duplicates,high,LightGBM,cleaned,0.973684211,1,0.928571429,0.962962963,0.995039683,0.030308485,455,30,"{'error_type': 'duplicates', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'duplicates_added': 68, 'original_rows': 455, 'corrupted_rows': 523, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 523, 'rows_after': 455, 'test_transformed': False}"
Breast Cancer,invalid_values,low,Logistic Regression,dirty,0.894736842,1,0.714285714,0.833333333,0.995039683,0.00547266,455,30,"{'error_type': 'invalid_values', 'intended_rate': 2, 'actual_rate': 2.0, 'invalid_values_added': 273, 'injection_version': 1}"
Breast Cancer,invalid_values,low,Gaussian Naive Bayes,dirty,0.368421053,0.368421053,1,0.538461538,0.953703704,0.000982046,455,30,"{'error_type': 'invalid_values', 'intended_rate': 2, 'actual_rate': 2.0, 'invalid_values_added': 273, 'injection_version': 1}"
Breast Cancer,invalid_values,low,KNN,dirty,0.938596491,1,0.833333333,0.909090909,0.960978836,0.000967264,455,30,"{'error_type': 'invalid_values', 'intended_rate': 2, 'actual_rate': 2.0, 'invalid_values_added': 273, 'injection_version': 1}"
Breast Cancer,invalid_values,low,MLP,dirty,0.956140351,0.974358974,0.904761905,0.938271605,0.995701058,0.129878044,455,30,"{'error_type': 'invalid_values', 'intended_rate': 2, 'actual_rate': 2.0, 'invalid_values_added': 273, 'injection_version': 1}"
