Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata,Random_State
Bank Marketing,ambiguous_labels,medium,Gaussian Naive Bayes,dirty,0.8734933097423422,0.4581712062256809,0.44517958412098296,0.45158197507190795,0.8122678036441201,0.6877118960053882,0.40303022185550097,0.011731863021850586,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,ambiguous_labels,medium,KNN,dirty,0.8760367134800399,0.4583883751651255,0.3279773156899811,0.38236914600550964,0.7377853442122694,0.6383155207128679,0.3117330163095712,0.006837129592895508,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,ambiguous_labels,medium,MLP,dirty,0.8496074311622249,0.36589698046181174,0.389413988657845,0.3772893772893773,0.8102578913913493,0.6499981652744453,0.3413533358004152,16.37607741355896,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,ambiguous_labels,medium,Decision Tree,dirty,0.8340152604224262,0.3302681992337165,0.40737240075614367,0.3647905205247567,0.7836639587695738,0.648958586101303,0.2997674653874379,0.11991143226623535,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,ambiguous_labels,medium,Random Forest,dirty,0.8479486895941613,0.35033050047214354,0.3506616257088847,0.3504959848842702,0.8450200221824239,0.6322500363985877,0.37913170459895934,0.4004039764404297,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,ambiguous_labels,medium,XGBoost,dirty,0.8446312064580338,0.3662297609868928,0.44896030245746693,0.4033970276008493,0.8542039480926548,0.6730086421492094,0.30630513752179767,0.1789717674255371,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,ambiguous_labels,medium,LightGBM,dirty,0.8445206236868296,0.36717557251908395,0.4546313799621928,0.40625,0.8557029188708032,0.675405859048097,0.3067172465211998,0.24127507209777832,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,Logistic Regression,dirty,0.7896233120113717,0.6196319018404908,0.5401069518716578,0.5771428571428572,0.8039004301887965,0.7100341148516082,0.5925670563681261,0.013935089111328125,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,Gaussian Naive Bayes,dirty,0.7185501066098081,0.4809688581314879,0.7433155080213903,0.5840336134453782,0.8004811798872501,0.7264496223553225,0.5659890638830296,0.0048999786376953125,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,KNN,dirty,0.728500355366027,0.49033816425120774,0.5427807486631016,0.5152284263959391,0.7430307861946152,0.669260655067272,0.44995043497284465,0.0019600391387939453,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,MLP,dirty,0.759772565742715,0.55,0.5294117647058824,0.5395095367847411,0.7802038090603663,0.6862934912590399,0.552946971105273,2.9858851432800293,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,Decision Tree,dirty,0.7121535181236673,0.46228710462287104,0.5080213903743316,0.4840764331210191,0.7039708341314173,0.6470407048677079,0.3909486143410485,0.01900196075439453,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,Random Forest,dirty,0.746268656716418,0.523943661971831,0.49732620320855614,0.5102880658436214,0.7859577783414695,0.6668625207717515,0.5089627177742584,0.22882580757141113,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,XGBoost,dirty,0.7427149964463398,0.5162162162162162,0.5106951871657754,0.5134408602150538,0.7764726589394888,0.668706741695182,0.4657714465562177,0.10108518600463867,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Telco Churn,ambiguous_labels,medium,LightGBM,dirty,0.738450604122246,0.5079365079365079,0.5133689839572193,0.5106382978723404,0.7754774267358973,0.6666554503522786,0.46349543374658225,0.07193255424499512,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 393, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,Logistic Regression,dirty,0.9122807017543859,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9884259259259258,0.9206349206349206,0.9819089015320392,0.014238119125366211,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,Gaussian Naive Bayes,dirty,0.9385964912280702,0.9487179487179487,0.8809523809523809,0.9135802469135802,0.9914021164021164,0.9265873015873016,0.9859982921141066,0.0020551681518554688,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,KNN,dirty,0.9298245614035088,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9699074074074074,0.9345238095238095,0.9261589344149004,0.0019593238830566406,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,MLP,dirty,0.9210526315789473,0.8235294117647058,1.0,0.9032258064516129,0.996362433862434,0.9375,0.9940644251891833,0.2759230136871338,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,Decision Tree,dirty,0.7894736842105263,0.68,0.8095238095238095,0.7391304347826086,0.7936507936507937,0.7936507936507937,0.6206516290726818,0.003992319107055664,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,Random Forest,dirty,0.868421052631579,0.7547169811320755,0.9523809523809523,0.8421052631578947,0.9624669312169313,0.8859126984126984,0.9385932313261807,0.10964488983154297,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,XGBoost,dirty,0.8596491228070176,0.7407407407407407,0.9523809523809523,0.8333333333333334,0.9629629629629629,0.878968253968254,0.9445825720589346,0.0735006332397461,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,high,LightGBM,dirty,0.8421052631578947,0.7307692307692307,0.9047619047619048,0.8085106382978723,0.9656084656084656,0.8551587301587302,0.947673690905322,0.03287625312805176,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 47, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,Logistic Regression,dirty,0.735,0.8,0.8285714285714286,0.8140350877192982,0.772142857142857,0.6726190476190477,0.877587678970908,0.0029273033142089844,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,Gaussian Naive Bayes,dirty,0.67,0.8245614035087719,0.6714285714285714,0.7401574803149606,0.7317857142857144,0.669047619047619,0.8404903592386748,0.0009741783142089844,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,KNN,dirty,0.64,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.6273809523809525,0.5714285714285714,0.7716628106403306,0.0010075569152832031,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,MLP,dirty,0.695,0.7969924812030075,0.7571428571428571,0.7765567765567766,0.7422619047619047,0.6535714285714286,0.8457048129770351,0.3381838798522949,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,Decision Tree,dirty,0.55,0.7232142857142857,0.5785714285714286,0.6428571428571429,0.5480357142857143,0.530952380952381,0.7266551302787767,0.0030105113983154297,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,Random Forest,dirty,0.765,0.7924528301886793,0.9,0.842809364548495,0.7910714285714285,0.675,0.885690563563065,0.11868596076965332,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,XGBoost,dirty,0.715,0.7902097902097902,0.8071428571428572,0.7985865724381626,0.7292857142857143,0.6535714285714286,0.8606657713717045,0.06081247329711914,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
German Credit,ambiguous_labels,high,LightGBM,dirty,0.73,0.8028169014084507,0.8142857142857143,0.8085106382978723,0.7577380952380952,0.6738095238095239,0.8688608924075538,0.029909133911132812,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 84, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,Logistic Regression,dirty,0.8150174042764794,0.7183257918552036,0.42276964047936083,0.5322715842414082,0.8476240463315152,0.6839074421774425,0.6848959497824377,0.015770912170410156,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,Gaussian Naive Bayes,dirty,0.788330847008122,0.6661742983751846,0.3002663115845539,0.413951353832033,0.8405352856971989,0.6251938487960289,0.6630747588714576,0.005858182907104492,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,KNN,dirty,0.785513011768606,0.5676202860858257,0.581225033288948,0.5743421052631579,0.7999600179970442,0.7172291575625936,0.5528948568920784,0.048715829849243164,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,MLP,dirty,0.7951268025857782,0.588903743315508,0.5865512649800266,0.5877251501000668,0.8490406817247421,0.725409819203763,0.6788925099308237,10.422139406204224,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,Decision Tree,dirty,0.7785513011768606,0.550920245398773,0.5978695073235686,0.5734355044699873,0.822148854128432,0.7181578832137596,0.592017513520799,0.07853293418884277,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,Random Forest,dirty,0.8055693684733963,0.6214022140221402,0.5605858854860186,0.5894294714735737,0.8755053587051296,0.7236829228798445,0.7271081981477656,0.292102575302124,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,XGBoost,dirty,0.7989391679098292,0.5902560899437851,0.6291611185086551,0.6090879793747985,0.8612473885330851,0.7421903584156606,0.6210987681465692,0.12401890754699707,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Adult Income,ambiguous_labels,high,LightGBM,dirty,0.7994364329520968,0.5910224438902744,0.6311584553928096,0.6104314230521571,0.8621423182978865,0.7431890268577378,0.6193900323429826,0.09694862365722656,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 2533, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,high,Logistic Regression,dirty,0.8863209112020347,0.5675675675675675,0.11909262759924386,0.196875,0.831254372269366,0.5535350426662469,0.4183710936629203,0.019184350967407227,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 10.5, 'ambiguous_labels': 3797, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'high', 'rate_used': 10.5, 'seed': 42}",42
